Date,Close,Close_Diff
2020-01-03,158.6199951171875,-2.0
2020-01-06,159.02999877929688,0.410003662109375
2020-01-07,157.5800018310547,-1.4499969482421875
2020-01-08,160.08999633789062,2.5099945068359375
2020-01-09,162.08999633789062,2.0
2020-01-10,161.33999633789062,-0.75
2020-01-13,163.27999877929688,1.94000244140625
2020-01-14,162.1300048828125,-1.149993896484375
2020-01-15,163.17999267578125,1.04998779296875
2020-01-16,166.1699981689453,2.9900054931640625
2020-01-17,167.10000610351562,0.9300079345703125
2020-01-21,166.5,-0.600006103515625
2020-01-22,165.6999969482422,-0.8000030517578125
2020-01-23,166.72000122070312,1.0200042724609375
2020-01-24,165.0399932861328,-1.6800079345703125
2020-01-27,162.27999877929688,-2.7599945068359375
2020-01-28,165.4600067138672,3.1800079345703125
2020-01-29,168.0399932861328,2.579986572265625
2020-01-30,172.77999877929688,4.7400054931640625
2020-01-31,170.22999572753906,-2.5500030517578125
2020-02-03,174.3800048828125,4.1500091552734375
2020-02-04,180.1199951171875,5.739990234375
2020-02-05,179.89999389648438,-0.220001220703125
2020-02-06,183.6300048828125,3.730010986328125
2020-02-07,183.88999938964844,0.2599945068359375
2020-02-10,188.6999969482422,4.80999755859375
2020-02-11,184.44000244140625,-4.2599945068359375
2020-02-12,184.7100067138672,0.2700042724609375
2020-02-13,183.7100067138672,-1.0
2020-02-14,185.3500061035156,1.639999389648409
2020-02-18,187.22999572753903,1.8799896240234375
2020-02-19,187.27999877929688,0.05000305175784092
2020-02-20,184.4199981689453,-2.8600006103515625
2020-02-21,178.58999633789062,-5.8300018310546875
2020-02-24,170.88999938964844,-7.6999969482421875
2020-02-25,168.07000732421875,-2.8199920654296875
2020-02-26,170.1699981689453,2.0999908447265625
2020-02-27,158.17999267578125,-11.990005493164062
2020-02-28,162.00999450683594,3.8300018310546875
2020-03-02,172.7899932861328,10.779998779296875
2020-03-03,164.50999450683594,-8.279998779296875
2020-03-04,170.5500030517578,6.040008544921875
2020-03-05,166.27000427246094,-4.279998779296875
2020-03-06,161.57000732421875,-4.6999969482421875
2020-03-09,150.6199951171875,-10.95001220703125
2020-03-10,160.9199981689453,10.300003051757812
2020-03-11,153.6300048828125,-7.2899932861328125
2020-03-12,139.05999755859375,-14.57000732421875
2020-03-13,158.8300018310547,19.770004272460938
2020-03-16,135.4199981689453,-23.410003662109375
2020-03-17,146.57000732421875,11.150009155273438
2020-03-18,140.39999389648438,-6.170013427734375
